Unnamed: 0,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Activity_Score,Value_Level,Activity_Level,AOV_Level,Age_Group,Login_Frequency_Group,Time_Group,Behavior_Pattern,Purchase_Freq_Group,Cluster,Cluster_Name
254,255,45,Female,Urban,52972,Travel,15,0,78,2957,Apparel,352,43,False,0.6395591291608462,中等价值,高活跃,中客单,36-45岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
255,256,42,Male,Suburban,69733,Technology,28,8,157,1481,Apparel,14,37,True,0.26020896505513724,中低价值,低活跃,高客单,36-45岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
256,257,40,Male,Rural,140363,Technology,20,8,25,4781,Books,257,2,True,0.27429275549952864,高价值,低活跃,低客单,36-45岁,14-21天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
257,258,48,Female,Suburban,61800,Travel,25,6,60,2164,Home & Kitchen,209,42,False,0.4284839812385722,中等价值,中活跃,低客单,46-55岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
258,259,47,Female,Urban,116044,Travel,17,9,114,2474,Books,281,48,False,0.6079454419497348,中等价值,高活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
259,260,59,Male,Rural,25347,Food,13,2,174,417,Home & Kitchen,443,13,False,0.5281282863729799,低价值,中活跃,高客单,55岁以上,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
260,261,52,Female,Urban,79063,Travel,18,4,179,1602,Home & Kitchen,389,40,False,0.5997226670300841,中低价值,高活跃,高客单,46-55岁,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
261,262,24,Male,Urban,115850,Food,2,3,194,2142,Health & Beauty,483,41,True,0.8662569134498541,中等价值,高活跃,高客单,18-25岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
262,263,33,Male,Suburban,22643,Sports,13,6,75,4698,Apparel,147,43,True,0.5635546772966282,高价值,中活跃,低客单,26-35岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
263,264,43,Male,Rural,60785,Technology,13,8,18,2122,Apparel,279,43,True,0.6296648609360271,中等价值,高活跃,低客单,36-45岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
264,265,19,Male,Urban,38681,Travel,22,1,116,218,Home & Kitchen,521,31,True,0.5573974765198233,低价值,中活跃,中客单,18-25岁,21-30天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
265,266,18,Male,Urban,70026,Technology,15,7,109,809,Apparel,434,16,True,0.5153214541242206,低价值,中活跃,中客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
266,267,29,Female,Rural,123864,Technology,20,8,95,3657,Electronics,144,42,True,0.46259639081008025,中高价值,中活跃,中客单,26-35岁,14-21天,2-5小时,其他模式,高频(6-8次),0,频次型用户
267,268,22,Female,Urban,35892,Technology,29,9,73,4240,Home & Kitchen,289,44,False,0.42746232382769467,高价值,中活跃,低客单,18-25岁,21-30天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
268,269,54,Female,Urban,67299,Sports,27,9,31,4509,Apparel,386,6,True,0.270056897550339,高价值,低活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
269,270,49,Female,Rural,37073,Fashion,10,8,171,3350,Electronics,14,28,True,0.4451069242388107,中高价值,中活跃,高客单,46-55岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
270,271,26,Male,Rural,122304,Travel,29,9,192,517,Health & Beauty,257,32,True,0.3379662248872838,低价值,低活跃,高客单,26-35岁,21-30天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
271,272,58,Male,Rural,50682,Fashion,3,6,166,2703,Apparel,346,44,False,0.8026765697931928,中等价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
272,273,52,Male,Rural,117798,Fashion,19,8,175,3954,Electronics,345,10,False,0.3806791364291961,中高价值,低活跃,高客单,46-55岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
273,274,36,Male,Suburban,146021,Fashion,3,8,119,1201,Books,400,18,False,0.6705379714490137,中低价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
274,275,33,Female,Rural,116894,Technology,22,2,106,4521,Books,207,4,False,0.23482925056500062,高价值,低活跃,中客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
275,276,20,Male,Suburban,144302,Food,14,3,27,3528,Electronics,172,9,True,0.3545789467706949,中高价值,低活跃,低客单,18-25岁,7-14天,2-5小时,其他模式,中频(3-5次),2,高客单用户
276,277,37,Male,Suburban,34289,Technology,8,1,80,2361,Home & Kitchen,464,7,True,0.5685777883774544,中等价值,中活跃,中客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
277,278,41,Female,Suburban,135359,Technology,27,9,136,4269,Home & Kitchen,270,8,True,0.2242049674627781,高价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
278,279,50,Female,Urban,27927,Fashion,23,2,106,3734,Apparel,221,43,False,0.46728311357932156,中高价值,中活跃,中客单,46-55岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
279,280,41,Female,Suburban,68330,Technology,4,4,10,608,Books,152,7,True,0.46565068765402656,低价值,中活跃,低客单,36-45岁,7天内登录,2-5小时,高频短停留,中频(3-5次),1,低价值用户
280,281,28,Female,Suburban,86707,Fashion,27,4,141,2479,Home & Kitchen,183,41,True,0.3826731627542503,中等价值,低活跃,高客单,26-35岁,21-30天,2-5小时,其他模式,中频(3-5次),0,频次型用户
281,282,25,Male,Urban,140279,Food,28,5,13,3264,Home & Kitchen,399,40,True,0.47139768094215984,中高价值,中活跃,低客单,18-25岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
282,283,53,Male,Urban,97454,Travel,20,6,134,787,Books,72,3,False,0.18776078043905375,低价值,低活跃,中客单,46-55岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
283,284,55,Female,Urban,127439,Fashion,11,6,91,4852,Health & Beauty,418,17,False,0.5667638808444914,高价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
284,285,57,Male,Rural,124646,Food,26,0,36,1392,Home & Kitchen,283,2,False,0.20731445833759216,中低价值,低活跃,低客单,55岁以上,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
285,286,37,Male,Urban,85428,Travel,11,1,180,4005,Electronics,74,15,True,0.3822318376432376,中高价值,低活跃,高客单,36-45岁,7-14天,2小时内,其他模式,低频(0-2次),2,高客单用户
286,287,52,Male,Urban,70601,Sports,27,8,68,3175,Apparel,355,46,True,0.4994289802732445,中高价值,中活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
287,288,42,Female,Suburban,97465,Fashion,11,9,41,3309,Home & Kitchen,497,29,True,0.6797992118383247,中高价值,高活跃,低客单,36-45岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
288,289,52,Male,Urban,22539,Fashion,2,1,170,424,Home & Kitchen,328,48,True,0.8314846740031572,低价值,高活跃,高客单,46-55岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
289,290,42,Female,Rural,122263,Sports,17,5,37,2093,Health & Beauty,535,22,False,0.575973788513736,中等价值,高活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
290,291,46,Male,Urban,131487,Sports,9,0,115,4076,Electronics,580,4,True,0.5949739361520902,高价值,高活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
291,292,35,Male,Rural,42669,Fashion,28,2,114,4912,Apparel,447,6,False,0.28727448241400066,高价值,低活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
292,293,63,Male,Urban,90968,Sports,28,1,192,2870,Home & Kitchen,373,38,True,0.4461310801449127,中等价值,中活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
293,294,35,Female,Urban,40644,Technology,2,2,197,4472,Apparel,362,26,False,0.7138191770865275,高价值,高活跃,高客单,26-35岁,7天内登录,5小时以上,其他模式,低频(0-2次),3,高价值活跃用户
294,295,19,Male,Urban,38745,Travel,29,4,79,2683,Books,93,11,True,0.12725790149114738,中等价值,低活跃,中客单,18-25岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
295,296,52,Female,Urban,140852,Travel,24,9,71,3657,Home & Kitchen,321,26,True,0.3999516200470171,中高价值,低活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
296,297,33,Female,Rural,148081,Travel,15,5,43,3687,Home & Kitchen,324,17,False,0.46635208340431333,中高价值,中活跃,低客单,26-35岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
297,298,58,Female,Rural,48228,Technology,16,8,96,251,Books,384,24,False,0.5259259764005769,低价值,中活跃,中客单,55岁以上,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
298,299,53,Male,Suburban,138358,Sports,25,9,123,1054,Health & Beauty,575,28,True,0.5260752047062565,低价值,中活跃,中客单,46-55岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
299,300,50,Male,Rural,54521,Food,4,3,115,4454,Home & Kitchen,346,35,True,0.734241195643533,高价值,高活跃,中客单,46-55岁,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
300,301,21,Male,Urban,142788,Sports,8,6,65,2471,Apparel,103,31,True,0.5347152283283931,中等价值,中活跃,低客单,18-25岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
301,302,50,Male,Suburban,117239,Fashion,9,5,122,1291,Electronics,215,13,False,0.4672713025109877,中低价值,中活跃,中客单,46-55岁,7-14天,2-5小时,其他模式,中频(3-5次),1,低价值用户
302,303,31,Female,Suburban,46928,Travel,26,1,22,787,Apparel,192,35,True,0.3637793147309007,低价值,低活跃,低客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
303,304,38,Female,Suburban,38322,Sports,26,9,193,409,Health & Beauty,194,16,False,0.2484544535677376,低价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
304,305,37,Female,Urban,77714,Food,5,7,27,1602,Electronics,380,15,True,0.6154872633527535,中低价值,高活跃,低客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
305,306,25,Male,Rural,107896,Fashion,16,6,191,3227,Apparel,403,43,True,0.651768366779099,中高价值,高活跃,高客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),3,高价值活跃用户
306,307,24,Female,Urban,82292,Technology,13,6,122,4668,Apparel,11,18,True,0.34237993026926966,高价值,低活跃,中客单,18-25岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
307,308,20,Male,Suburban,49055,Technology,7,7,180,3467,Books,187,47,True,0.6880778621966315,中高价值,高活跃,高客单,18-25岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
308,309,34,Female,Urban,62891,Food,26,0,48,3495,Health & Beauty,15,37,False,0.2873764664463448,中高价值,低活跃,低客单,26-35岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
309,310,50,Male,Urban,101912,Fashion,20,0,198,913,Books,297,48,False,0.5759587975423892,低价值,高活跃,高客单,46-55岁,14-21天,2-5小时,低频长停留,低频(0-2次),1,低价值用户
310,311,29,Male,Rural,26588,Travel,17,7,179,945,Electronics,411,48,True,0.673053956140052,低价值,高活跃,高客单,26-35岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
311,312,39,Female,Rural,110536,Sports,3,3,88,1264,Books,585,49,True,0.9529883138564275,中低价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
312,313,39,Female,Suburban,26304,Fashion,5,4,155,4862,Health & Beauty,52,41,True,0.6103971471727256,高价值,高活跃,高客单,36-45岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
313,314,63,Female,Urban,27345,Technology,19,7,160,1867,Home & Kitchen,28,27,False,0.3259961614027915,中低价值,低活跃,高客单,55岁以上,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
314,315,47,Female,Urban,49300,Food,12,4,191,454,Home & Kitchen,577,35,True,0.7432673503458145,低价值,高活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
315,316,55,Male,Rural,44259,Food,29,9,39,1972,Electronics,17,45,False,0.2973577277321613,中低价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
316,317,55,Female,Urban,111006,Sports,27,3,107,2124,Home & Kitchen,351,35,False,0.4300787025995707,中等价值,中活跃,中客单,46-55岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
317,318,62,Female,Urban,108553,Food,7,5,67,2917,Books,428,28,False,0.6924525001987439,中等价值,高活跃,低客单,55岁以上,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
318,319,25,Female,Urban,35352,Food,28,4,76,3932,Electronics,229,39,False,0.38013332879061473,中高价值,低活跃,低客单,18-25岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
319,320,44,Male,Rural,149350,Fashion,9,6,80,4375,Health & Beauty,210,38,True,0.6178283533780791,高价值,高活跃,中客单,36-45岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
320,321,44,Male,Suburban,53365,Travel,28,9,155,165,Electronics,431,9,True,0.29762847376012175,低价值,低活跃,高客单,36-45岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
321,322,51,Female,Suburban,39446,Sports,6,6,115,4366,Electronics,294,12,False,0.5407147967701271,高价值,中活跃,中客单,46-55岁,7天内登录,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
322,323,38,Male,Urban,22336,Fashion,29,3,16,4190,Apparel,582,15,True,0.39665587771001554,高价值,低活跃,低客单,36-45岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
323,324,47,Female,Suburban,82032,Travel,26,4,49,2621,Apparel,104,21,True,0.23399157325701564,中等价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
324,325,50,Male,Rural,95415,Fashion,17,2,79,2681,Electronics,204,35,True,0.4897893314253915,中等价值,中活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,低频(0-2次),2,高客单用户
325,326,45,Male,Rural,117852,Fashion,16,3,77,1490,Home & Kitchen,53,42,False,0.4703537642101916,中低价值,中活跃,中客单,36-45岁,14-21天,2小时内,其他模式,中频(3-5次),1,低价值用户
326,327,64,Male,Suburban,118876,Food,23,3,58,1230,Apparel,375,33,True,0.483187171362702,中低价值,中活跃,低客单,55岁以上,21-30天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
327,328,50,Male,Suburban,27521,Travel,3,2,61,2586,Health & Beauty,54,19,True,0.5033716057374537,中等价值,中活跃,低客单,46-55岁,7天内登录,2小时内,高频短停留,低频(0-2次),1,低价值用户
328,329,22,Female,Urban,91707,Sports,21,9,123,934,Books,276,23,True,0.39904671050390106,低价值,低活跃,中客单,18-25岁,14-21天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
329,330,36,Female,Suburban,43481,Sports,26,4,116,326,Apparel,335,13,True,0.30070480278922923,低价值,低活跃,中客单,36-45岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
330,331,21,Female,Urban,38474,Travel,4,4,38,3615,Electronics,31,44,True,0.6315802982294755,中高价值,高活跃,低客单,18-25岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
331,332,52,Male,Urban,66760,Food,10,6,158,4637,Home & Kitchen,135,1,True,0.34040180345928023,高价值,低活跃,高客单,46-55岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
332,333,34,Female,Rural,75718,Technology,5,3,87,2543,Books,58,29,True,0.5399327677648689,中等价值,中活跃,中客单,26-35岁,7天内登录,2小时内,高频短停留,中频(3-5次),1,低价值用户
333,334,61,Female,Rural,64629,Fashion,21,3,18,827,Apparel,105,24,True,0.31952642158699873,低价值,低活跃,低客单,55岁以上,14-21天,2小时内,其他模式,中频(3-5次),1,低价值用户
334,335,45,Female,Rural,65232,Food,22,8,184,3786,Home & Kitchen,266,16,True,0.3378478870680159,中高价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
335,336,47,Male,Rural,106544,Travel,10,5,85,3722,Home & Kitchen,522,25,True,0.6811636173668132,中高价值,高活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
336,337,46,Male,Suburban,87169,Fashion,12,3,51,1136,Home & Kitchen,496,23,False,0.6292303499028994,中低价值,高活跃,低客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
337,338,63,Male,Rural,147941,Sports,10,1,188,1932,Electronics,253,28,True,0.5648064234040862,中低价值,中活跃,高客单,55岁以上,7-14天,2-5小时,其他模式,低频(0-2次),1,低价值用户
338,339,23,Female,Suburban,70669,Technology,29,5,193,2840,Health & Beauty,295,47,False,0.44883467911371555,中等价值,中活跃,高客单,18-25岁,21-30天,2-5小时,低频长停留,中频(3-5次),0,频次型用户
339,340,52,Female,Rural,98021,Sports,13,1,188,592,Home & Kitchen,158,16,True,0.4037577368175985,低价值,低活跃,高客单,46-55岁,7-14天,2-5小时,其他模式,低频(0-2次),1,低价值用户
340,341,58,Female,Suburban,129153,Travel,11,4,137,1648,Books,549,43,False,0.7915569032287373,中低价值,高活跃,高客单,55岁以上,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
341,342,54,Male,Urban,89184,Fashion,22,5,29,1243,Apparel,67,38,False,0.37287565443539683,中低价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
342,343,41,Male,Suburban,67945,Travel,16,3,164,4057,Books,299,11,True,0.4037631880799064,中高价值,低活跃,高客单,36-45岁,14-21天,2-5小时,低频长停留,中频(3-5次),2,高客单用户
343,344,46,Female,Suburban,33140,Fashion,8,2,175,3507,Electronics,463,3,False,0.5435871577345462,中高价值,中活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
344,345,63,Male,Rural,146468,Food,8,6,81,739,Electronics,101,15,False,0.4357543752058419,低价值,中活跃,中客单,55岁以上,7-14天,2小时内,其他模式,高频(6-8次),1,低价值用户
345,346,48,Male,Suburban,103457,Technology,27,1,74,272,Books,56,1,False,0.07416919355388234,低价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,低频(0-2次),1,低价值用户
346,347,52,Male,Urban,34357,Food,25,5,191,4454,Health & Beauty,332,7,True,0.27580093807138883,高价值,低活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
347,348,50,Male,Urban,131672,Food,8,3,122,4059,Electronics,393,1,False,0.4962838290574995,中高价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),2,高客单用户
348,349,38,Female,Rural,88673,Travel,13,5,33,616,Electronics,381,49,False,0.7174846967167501,低价值,高活跃,低客单,36-45岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
349,350,49,Male,Urban,141673,Technology,27,3,137,622,Books,92,32,True,0.2819951620047017,低价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
350,351,40,Male,Suburban,85633,Fashion,2,3,184,2017,Electronics,447,9,False,0.6523084960194429,中低价值,高活跃,高客单,36-45岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
351,352,50,Male,Urban,96943,Fashion,12,3,92,2986,Health & Beauty,109,29,False,0.47214200538312157,中等价值,中活跃,中客单,46-55岁,7-14天,2小时内,其他模式,中频(3-5次),2,高客单用户
352,353,20,Male,Rural,116111,Sports,10,8,72,2264,Health & Beauty,317,26,False,0.5846149478155201,中等价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
353,354,35,Female,Suburban,98258,Fashion,12,6,194,2029,Health & Beauty,168,23,True,0.46495656025348364,中低价值,中活跃,高客单,26-35岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
354,355,42,Female,Rural,32924,Travel,11,2,192,4045,Apparel,435,45,False,0.7467066425902581,中高价值,高活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
355,356,59,Male,Suburban,89286,Food,15,2,69,2309,Health & Beauty,442,43,True,0.6846342543695274,中等价值,高活跃,低客单,55岁以上,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
356,357,48,Male,Urban,113269,Food,16,5,108,3883,Health & Beauty,218,29,False,0.4733996570247465,中高价值,中活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,中频(3-5次),2,高客单用户
357,358,20,Male,Rural,147563,Food,17,5,71,2690,Apparel,222,38,False,0.5171717034059032,中等价值,中活跃,低客单,18-25岁,14-21天,2-5小时,其他模式,中频(3-5次),0,频次型用户
358,359,57,Male,Rural,94071,Technology,26,3,39,4176,Home & Kitchen,528,33,False,0.5198148842174599,高价值,中活跃,低客单,55岁以上,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
359,360,63,Male,Suburban,77326,Fashion,2,8,31,1193,Electronics,278,7,False,0.5554225296128468,中低价值,中活跃,低客单,55岁以上,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
360,361,41,Male,Rural,110023,Travel,18,3,135,3980,Health & Beauty,569,12,True,0.518444346018875,中高价值,中活跃,高客单,36-45岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
361,362,49,Female,Suburban,140101,Technology,12,8,166,2594,Electronics,574,31,False,0.7172750502538243,中等价值,高活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
362,363,64,Male,Suburban,50651,Sports,19,3,178,2679,Books,466,32,True,0.5759740156496655,中等价值,高活跃,高客单,55岁以上,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
363,364,39,Female,Suburban,90202,Travel,26,1,51,2588,Electronics,584,20,False,0.46826979205705654,中等价值,中活跃,低客单,36-45岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
364,365,40,Female,Suburban,68777,Travel,23,1,107,2885,Apparel,30,17,True,0.21244000772262162,中等价值,低活跃,中客单,36-45岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
365,366,19,Male,Urban,36994,Travel,18,4,40,2858,Electronics,359,36,False,0.5602078293754897,中等价值,中活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
366,367,44,Female,Suburban,87263,Food,17,3,167,1674,Electronics,288,3,False,0.3359410809398885,中低价值,低活跃,高客单,36-45岁,14-21天,2-5小时,其他模式,中频(3-5次),1,低价值用户
367,368,59,Female,Rural,79634,Travel,6,6,121,2473,Electronics,86,1,True,0.3691942352901095,中等价值,低活跃,中客单,55岁以上,7天内登录,2小时内,高频短停留,高频(6-8次),3,高价值活跃用户
368,369,19,Female,Urban,120158,Fashion,25,4,155,4090,Home & Kitchen,234,27,True,0.3491681146582172,高价值,低活跃,高客单,18-25岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
369,370,43,Female,Rural,30800,Travel,15,5,131,4945,Home & Kitchen,313,47,True,0.6445163708221184,高价值,高活跃,中客单,36-45岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
370,371,34,Female,Urban,57823,Food,3,9,26,1193,Books,365,40,True,0.7877026336411026,中低价值,高活跃,低客单,26-35岁,7天内登录,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
371,372,57,Female,Suburban,128575,Travel,6,3,47,1289,Apparel,269,33,False,0.6567653572280332,中低价值,高活跃,低客单,55岁以上,7天内登录,2-5小时,高频短停留,中频(3-5次),1,低价值用户
372,373,50,Male,Urban,83878,Sports,3,1,151,2789,Electronics,131,20,True,0.5480583285066949,中等价值,中活跃,高客单,46-55岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
373,374,26,Female,Urban,38708,Sports,29,9,119,4195,Electronics,351,14,True,0.2748406073614755,高价值,低活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
374,375,60,Female,Rural,32819,Food,1,8,193,1975,Electronics,180,36,True,0.6972250803493351,中低价值,高活跃,高客单,55岁以上,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
375,376,56,Female,Rural,94905,Fashion,13,9,31,3506,Electronics,480,5,False,0.49767957934425855,中高价值,中活跃,低客单,55岁以上,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
376,377,46,Male,Suburban,83870,Fashion,28,6,65,1887,Home & Kitchen,163,23,False,0.24911905329744588,中低价值,低活跃,低客单,46-55岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
377,378,59,Female,Urban,29283,Technology,21,3,128,4032,Books,96,45,False,0.4435903376375592,中高价值,中活跃,中客单,55岁以上,14-21天,2小时内,其他模式,中频(3-5次),2,高客单用户
378,379,43,Male,Urban,50573,Food,26,2,156,1707,Health & Beauty,510,15,False,0.40059577754307063,中低价值,低活跃,高客单,36-45岁,21-30天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
379,380,52,Female,Urban,98707,Travel,14,9,66,3848,Apparel,365,6,True,0.4328727016683134,中高价值,中活跃,低客单,46-55岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
380,381,42,Male,Suburban,50933,Food,13,2,181,148,Electronics,353,33,False,0.6055021407561355,低价值,高活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
381,382,41,Male,Suburban,25774,Technology,27,8,44,3961,Books,436,19,True,0.374690470512078,中高价值,低活跃,低客单,36-45岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
382,383,30,Female,Suburban,92055,Food,4,4,123,2280,Health & Beauty,83,13,False,0.4678277855382554,中等价值,中活跃,中客单,26-35岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
383,384,24,Female,Suburban,30983,Food,7,2,134,3146,Books,225,29,True,0.5969055000965328,中高价值,高活跃,中客单,18-25岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
384,385,53,Male,Suburban,116468,Technology,22,4,138,2933,Home & Kitchen,412,6,True,0.3497452670550691,中等价值,低活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
385,386,62,Female,Rural,116334,Fashion,10,1,61,1497,Health & Beauty,118,15,True,0.41760189885637056,中低价值,中活跃,低客单,55岁以上,7-14天,2小时内,其他模式,低频(0-2次),1,低价值用户
386,387,37,Male,Urban,38133,Travel,7,3,94,3926,Books,482,16,True,0.6460281875688506,中高价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
